CMDLINE /usr/bin/python3 pipeline.py
MEM 109.902344 1625036534.0022
MEM 109.902344 1625036534.1025
MEM 109.902344 1625036534.2028
MEM 110.156250 1625036534.3032
MEM 110.156250 1625036534.4035
MEM 110.414062 1625036534.5038
MEM 110.480469 1625036534.6041
MEM 110.480469 1625036534.7044
MEM 110.734375 1625036534.8047
MEM 110.734375 1625036534.9050
MEM 110.984375 1625036535.0054
MEM 110.984375 1625036535.1058
MEM 111.148438 1625036535.2061
MEM 111.148438 1625036535.3064
MEM 111.347656 1625036535.4068
MEM 107.976562 1625036535.5071
MEM 108.234375 1625036535.6074
MEM 108.234375 1625036535.7077
MEM 107.636719 1625036535.8080
MEM 107.097656 1625036535.9083
MEM 107.097656 1625036536.0086
MEM 107.234375 1625036536.1089
MEM 107.234375 1625036536.2091
MEM 107.492188 1625036536.3094
MEM 107.492188 1625036536.4097
MEM 107.746094 1625036536.5100
MEM 107.746094 1625036536.6104
MEM 108.003906 1625036536.7107
MEM 108.003906 1625036536.8110
MEM 106.550781 1625036536.9113
MEM 106.550781 1625036537.0116
MEM 106.808594 1625036537.1118
MEM 106.808594 1625036537.2122
MEM 107.066406 1625036537.3125
MEM 106.636719 1625036537.4128
MEM 106.636719 1625036537.5131
MEM 106.894531 1625036537.6133
MEM 106.894531 1625036537.7136
MEM 107.152344 1625036537.8139
MEM 107.152344 1625036537.9144
MEM 107.078125 1625036538.0148
MEM 107.175781 1625036538.1151
MEM 107.164062 1625036538.2157
MEM 106.925781 1625036538.3160
MEM 106.535156 1625036538.4164
MEM 106.507812 1625036538.5167
MEM 106.765625 1625036538.6170
MEM 106.765625 1625036538.7177
MEM 106.750000 1625036538.8181
MEM 107.023438 1625036538.9187
MEM 107.023438 1625036539.0195
MEM 107.277344 1625036539.1202
MEM 107.277344 1625036539.2208
MEM 107.277344 1625036539.3211
MEM 107.535156 1625036539.4214
MEM 107.738281 1625036539.5217
MEM 107.738281 1625036539.6220
MEM 107.992188 1625036539.7222
MEM 107.992188 1625036539.8225
MEM 108.250000 1625036539.9228
MEM 108.250000 1625036540.0230
MEM 108.507812 1625036540.1233
MEM 108.765625 1625036540.2237
MEM 108.765625 1625036540.3240
MEM 109.023438 1625036540.4242
MEM 109.023438 1625036540.5245
MEM 109.335938 1625036540.6247
MEM 109.335938 1625036540.7251
MEM 109.593750 1625036540.8253
MEM 109.976562 1625036540.9256
MEM 109.976562 1625036541.0259
MEM 110.234375 1625036541.1262
MEM 110.234375 1625036541.2264
MEM 110.531250 1625036541.3267
MEM 110.531250 1625036541.4270
MEM 110.785156 1625036541.5273
MEM 111.042969 1625036541.6276
MEM 111.042969 1625036541.7278
MEM 111.042969 1625036541.8284
MEM 111.042969 1625036541.9287
MEM 111.042969 1625036542.0291
MEM 111.042969 1625036542.1293
MEM 111.042969 1625036542.2296
MEM 111.042969 1625036542.3298
MEM 111.042969 1625036542.4301
MEM 111.042969 1625036542.5304
MEM 111.042969 1625036542.6307
MEM 111.042969 1625036542.7310
MEM 111.042969 1625036542.8312
MEM 111.042969 1625036542.9315
MEM 111.042969 1625036543.0318
MEM 111.042969 1625036543.1320
MEM 111.042969 1625036543.2323
MEM 111.042969 1625036543.3326
MEM 111.042969 1625036543.4329
MEM 111.042969 1625036543.5331
MEM 111.042969 1625036543.6334
MEM 111.042969 1625036543.7337
MEM 111.042969 1625036543.8339
MEM 111.042969 1625036543.9341
MEM 111.042969 1625036544.0344
MEM 111.042969 1625036544.1347
MEM 111.042969 1625036544.2350
MEM 111.042969 1625036544.3352
MEM 111.042969 1625036544.4355
MEM 111.042969 1625036544.5358
MEM 111.042969 1625036544.6361
MEM 111.042969 1625036544.7364
MEM 111.042969 1625036544.8367
MEM 111.042969 1625036544.9369
MEM 111.042969 1625036545.0371
MEM 111.042969 1625036545.1374
MEM 111.042969 1625036545.2377
MEM 111.042969 1625036545.3380
MEM 111.042969 1625036545.4383
MEM 111.042969 1625036545.5385
MEM 111.042969 1625036545.6388
MEM 111.042969 1625036545.7391
MEM 111.042969 1625036545.8393
MEM 111.042969 1625036545.9396
MEM 111.042969 1625036546.0399
MEM 111.042969 1625036546.1401
MEM 111.042969 1625036546.2404
MEM 111.042969 1625036546.3407
MEM 111.042969 1625036546.4410
MEM 111.042969 1625036546.5412
MEM 111.042969 1625036546.6415
MEM 111.042969 1625036546.7418
MEM 111.042969 1625036546.8421
MEM 111.042969 1625036546.9423
MEM 111.042969 1625036547.0427
MEM 111.042969 1625036547.1430
MEM 111.042969 1625036547.2433
MEM 111.042969 1625036547.3435
MEM 111.042969 1625036547.4438
MEM 111.042969 1625036547.5441
MEM 111.042969 1625036547.6444
MEM 111.042969 1625036547.7446
MEM 111.042969 1625036547.8449
MEM 111.042969 1625036547.9451
MEM 111.042969 1625036548.0454
MEM 111.042969 1625036548.1457
MEM 111.042969 1625036548.2459
MEM 111.042969 1625036548.3462
MEM 111.042969 1625036548.4465
MEM 111.042969 1625036548.5468
MEM 111.042969 1625036548.6470
MEM 111.042969 1625036548.7473
MEM 111.042969 1625036548.8476
MEM 111.042969 1625036548.9480
MEM 111.042969 1625036549.0483
MEM 111.042969 1625036549.1485
MEM 111.042969 1625036549.2487
MEM 111.042969 1625036549.3490
MEM 111.042969 1625036549.4493
MEM 111.042969 1625036549.5495
MEM 111.042969 1625036549.6498
MEM 111.042969 1625036549.7501
MEM 111.042969 1625036549.8504
MEM 111.042969 1625036549.9507
MEM 111.042969 1625036550.0509
MEM 111.042969 1625036550.1512
MEM 111.042969 1625036550.2515
MEM 111.042969 1625036550.3517
MEM 111.042969 1625036550.4521
MEM 111.042969 1625036550.5523
MEM 111.042969 1625036550.6526
MEM 111.042969 1625036550.7529
MEM 111.042969 1625036550.8532
MEM 111.042969 1625036550.9534
MEM 111.042969 1625036551.0537
MEM 111.042969 1625036551.1540
MEM 111.042969 1625036551.2542
MEM 111.042969 1625036551.3545
MEM 111.042969 1625036551.4548
MEM 111.042969 1625036551.5550
MEM 111.042969 1625036551.6553
MEM 111.042969 1625036551.7555
MEM 111.042969 1625036551.8558
MEM 111.042969 1625036551.9560
MEM 111.042969 1625036552.0563
MEM 111.042969 1625036552.1566
MEM 111.042969 1625036552.2569
MEM 111.042969 1625036552.3571
MEM 111.042969 1625036552.4574
MEM 111.042969 1625036552.5576
MEM 111.042969 1625036552.6579
MEM 111.042969 1625036552.7582
MEM 111.042969 1625036552.8584
MEM 111.042969 1625036552.9587
MEM 111.042969 1625036553.0590
MEM 111.042969 1625036553.1593
MEM 111.042969 1625036553.2595
MEM 111.042969 1625036553.3598
MEM 111.042969 1625036553.4601
MEM 111.042969 1625036553.5603
MEM 111.042969 1625036553.6606
MEM 111.042969 1625036553.7609
MEM 111.042969 1625036553.8612
MEM 111.042969 1625036553.9614
MEM 111.042969 1625036554.0617
MEM 111.042969 1625036554.1620
MEM 111.042969 1625036554.2622
MEM 111.042969 1625036554.3625
MEM 111.042969 1625036554.4627
MEM 111.042969 1625036554.5630
MEM 111.042969 1625036554.6632
MEM 111.042969 1625036554.7635
MEM 111.042969 1625036554.8637
MEM 111.042969 1625036554.9640
MEM 111.042969 1625036555.0642
MEM 111.042969 1625036555.1645
MEM 111.042969 1625036555.2647
MEM 111.042969 1625036555.3650
MEM 111.042969 1625036555.4653
MEM 111.042969 1625036555.5657
MEM 111.042969 1625036555.6660
MEM 111.042969 1625036555.7662
MEM 111.042969 1625036555.8664
MEM 111.042969 1625036555.9666
MEM 111.042969 1625036556.0669
MEM 111.042969 1625036556.1672
MEM 111.042969 1625036556.2675
MEM 111.042969 1625036556.3677
MEM 111.042969 1625036556.4680
MEM 111.554688 1625036556.5683
MEM 111.554688 1625036556.6685
MEM 111.593750 1625036556.7688
MEM 111.593750 1625036556.8691
MEM 111.593750 1625036556.9693
MEM 111.593750 1625036557.0695
MEM 111.593750 1625036557.1698
MEM 111.593750 1625036557.2701
MEM 111.593750 1625036557.3703
MEM 111.593750 1625036557.4706
MEM 111.593750 1625036557.5709
MEM 111.593750 1625036557.6712
MEM 111.593750 1625036557.7714
MEM 111.593750 1625036557.8717
MEM 111.593750 1625036557.9720
MEM 111.593750 1625036558.0722
MEM 111.593750 1625036558.1725
MEM 111.593750 1625036558.2728
MEM 111.843750 1625036558.3731
MEM 111.843750 1625036558.4734
MEM 111.843750 1625036558.5736
MEM 112.093750 1625036558.6739
MEM 112.093750 1625036558.7742
MEM 112.343750 1625036558.8744
MEM 112.343750 1625036558.9748
MEM 112.343750 1625036559.0751
MEM 112.593750 1625036559.1757
MEM 112.593750 1625036559.2760
MEM 112.593750 1625036559.3763
MEM 112.593750 1625036559.4766
MEM 112.593750 1625036559.5769
MEM 112.593750 1625036559.6771
MEM 112.593750 1625036559.7774
MEM 112.593750 1625036559.8776
MEM 112.593750 1625036559.9779
MEM 112.593750 1625036560.0782
MEM 112.593750 1625036560.1784
MEM 112.593750 1625036560.2787
MEM 112.593750 1625036560.3790
MEM 112.593750 1625036560.4793
MEM 112.593750 1625036560.5795
MEM 112.593750 1625036560.6799
MEM 112.593750 1625036560.7801
MEM 112.593750 1625036560.8804
MEM 112.593750 1625036560.9807
MEM 112.593750 1625036561.0810
MEM 112.593750 1625036561.1812
MEM 112.593750 1625036561.2815
MEM 112.593750 1625036561.3817
MEM 112.593750 1625036561.4820
MEM 112.593750 1625036561.5824
MEM 112.593750 1625036561.6827
MEM 112.593750 1625036561.7829
MEM 112.593750 1625036561.8832
MEM 112.593750 1625036561.9835
MEM 112.593750 1625036562.0838
MEM 112.593750 1625036562.1841
MEM 112.593750 1625036562.2843
MEM 112.593750 1625036562.3846
MEM 112.593750 1625036562.4848
MEM 112.593750 1625036562.5851
MEM 112.593750 1625036562.6854
MEM 112.593750 1625036562.7857
MEM 112.593750 1625036562.8860
MEM 112.593750 1625036562.9863
MEM 112.593750 1625036563.0866
MEM 112.593750 1625036563.1869
MEM 112.593750 1625036563.2871
MEM 112.593750 1625036563.3874
MEM 112.593750 1625036563.4877
MEM 112.593750 1625036563.5880
MEM 112.593750 1625036563.6883
MEM 112.593750 1625036563.7886
MEM 112.593750 1625036563.8889
MEM 112.593750 1625036563.9892
MEM 112.593750 1625036564.0895
MEM 112.582031 1625036564.1898
MEM 112.582031 1625036564.2901
MEM 112.582031 1625036564.3904
MEM 112.582031 1625036564.4906
MEM 112.582031 1625036564.5909
MEM 111.253906 1625036564.6912
MEM 111.214844 1625036564.7915
MEM 111.214844 1625036564.8918
MEM 111.207031 1625036564.9921
MEM 111.207031 1625036565.0923
MEM 111.207031 1625036565.1926
MEM 111.207031 1625036565.2929
MEM 111.453125 1625036565.3932
MEM 111.453125 1625036565.4935
MEM 111.441406 1625036565.5938
MEM 111.695312 1625036565.6941
MEM 111.695312 1625036565.7945
MEM 111.695312 1625036565.8948
MEM 111.941406 1625036565.9951
MEM 111.941406 1625036566.0954
MEM 111.941406 1625036566.1956
MEM 111.941406 1625036566.2959
MEM 111.941406 1625036566.3962
MEM 111.937500 1625036566.4965
MEM 111.910156 1625036566.5968
MEM 111.910156 1625036566.6971
MEM 111.910156 1625036566.7974
MEM 111.910156 1625036566.8976
MEM 111.910156 1625036566.9979
MEM 111.910156 1625036567.0988
MEM 111.910156 1625036567.1991
MEM 111.910156 1625036567.2994
MEM 111.910156 1625036567.3997
MEM 112.160156 1625036567.4999
MEM 112.160156 1625036567.6003
MEM 112.367188 1625036567.7006
MEM 112.367188 1625036567.8009
MEM 112.367188 1625036567.9013
MEM 112.367188 1625036568.0017
MEM 112.613281 1625036568.1020
MEM 112.613281 1625036568.2024
MEM 112.867188 1625036568.3027
MEM 112.867188 1625036568.4031
MEM 113.125000 1625036568.5034
MEM 113.125000 1625036568.6037
MEM 113.363281 1625036568.7040
MEM 113.363281 1625036568.8042
MEM 113.613281 1625036568.9045
MEM 113.613281 1625036569.0048
MEM 113.863281 1625036569.1051
MEM 113.863281 1625036569.2055
MEM 113.863281 1625036569.3058
MEM 114.105469 1625036569.4061
MEM 114.105469 1625036569.5064
MEM 114.097656 1625036569.6067
MEM 114.347656 1625036569.7070
MEM 114.347656 1625036569.8073
MEM 114.335938 1625036569.9077
MEM 114.335938 1625036570.0080
MEM 113.835938 1625036570.1082
MEM 113.835938 1625036570.2085
MEM 114.085938 1625036570.3088
MEM 114.085938 1625036570.4090
MEM 114.085938 1625036570.5093
MEM 114.085938 1625036570.6096
MEM 113.500000 1625036570.7099
MEM 113.500000 1625036570.8102
MEM 113.500000 1625036570.9112
MEM 113.500000 1625036571.0115
MEM 113.734375 1625036571.1118
MEM 113.664062 1625036571.2122
MEM 113.554688 1625036571.3125
MEM 113.343750 1625036571.4129
MEM 113.343750 1625036571.5131
MEM 113.343750 1625036571.6134
MEM 113.597656 1625036571.7137
MEM 113.558594 1625036571.8140
MEM 113.507812 1625036571.9143
MEM 113.398438 1625036572.0147
MEM 113.644531 1625036572.1150
MEM 113.644531 1625036572.2153
MEM 113.644531 1625036572.3156
MEM 113.644531 1625036572.4159
MEM 113.609375 1625036572.5162
MEM 113.859375 1625036572.6165
MEM 113.859375 1625036572.7168
MEM 113.859375 1625036572.8171
MEM 113.859375 1625036572.9174
MEM 114.109375 1625036573.0177
MEM 114.109375 1625036573.1179
MEM 114.109375 1625036573.2182
MEM 114.109375 1625036573.3185
MEM 114.109375 1625036573.4188
MEM 114.359375 1625036573.5190
MEM 114.355469 1625036573.6194
MEM 114.355469 1625036573.7197
MEM 114.355469 1625036573.8206
MEM 114.355469 1625036573.9209
MEM 114.355469 1625036574.0211
MEM 114.605469 1625036574.1214
MEM 114.605469 1625036574.2216
MEM 114.605469 1625036574.3219
MEM 114.605469 1625036574.4222
MEM 114.605469 1625036574.5225
MEM 114.855469 1625036574.6227
MEM 114.855469 1625036574.7230
MEM 114.855469 1625036574.8233
MEM 114.855469 1625036574.9236
MEM 115.203125 1625036575.0238
MEM 115.613281 1625036575.1241
MEM 115.613281 1625036575.2244
MEM 115.613281 1625036575.3247
MEM 115.867188 1625036575.4250
MEM 115.867188 1625036575.5253
MEM 116.148438 1625036575.6255
MEM 116.148438 1625036575.7258
MEM 116.402344 1625036575.8261
MEM 116.656250 1625036575.9264
MEM 116.656250 1625036576.0267
MEM 117.039062 1625036576.1270
MEM 117.039062 1625036576.2273
MEM 117.039062 1625036576.3276
MEM 117.031250 1625036576.4279
MEM 117.289062 1625036576.5281
MEM 117.289062 1625036576.6284
MEM 117.609375 1625036576.7287
MEM 117.609375 1625036576.8290
MEM 117.863281 1625036576.9293
MEM 118.121094 1625036577.0295
MEM 118.121094 1625036577.1298
MEM 118.378906 1625036577.2301
MEM 118.378906 1625036577.3304
MEM 118.378906 1625036577.4306
MEM 118.378906 1625036577.5309
MEM 118.378906 1625036577.6312
MEM 118.378906 1625036577.7314
MEM 118.378906 1625036577.8318
MEM 118.378906 1625036577.9320
MEM 118.378906 1625036578.0323
MEM 118.378906 1625036578.1326
MEM 118.378906 1625036578.2329
MEM 118.378906 1625036578.3331
MEM 118.378906 1625036578.4334
MEM 118.378906 1625036578.5337
MEM 118.378906 1625036578.6340
MEM 118.378906 1625036578.7342
MEM 121.027344 1625036578.8345
MEM 121.027344 1625036578.9348
MEM 121.027344 1625036579.0351
MEM 121.027344 1625036579.1354
MEM 121.027344 1625036579.2357
MEM 121.027344 1625036579.3360
MEM 121.027344 1625036579.4366
MEM 121.027344 1625036579.5369
MEM 121.988281 1625036579.6371
MEM 121.988281 1625036579.7374
MEM 121.988281 1625036579.8376
MEM 121.988281 1625036579.9379
MEM 122.246094 1625036580.0382
MEM 122.328125 1625036580.1385
MEM 122.578125 1625036580.2388
MEM 122.578125 1625036580.3391
MEM 122.578125 1625036580.4394
MEM 122.578125 1625036580.5397
MEM 122.828125 1625036580.6400
MEM 122.828125 1625036580.7402
MEM 122.828125 1625036580.8405
MEM 123.078125 1625036580.9408
MEM 123.078125 1625036581.0411
MEM 123.078125 1625036581.1415
MEM 123.078125 1625036581.2418
MEM 123.328125 1625036581.3421
MEM 123.328125 1625036581.4424
MEM 123.328125 1625036581.5427
MEM 123.578125 1625036581.6430
MEM 123.578125 1625036581.7433
MEM 123.578125 1625036581.8435
MEM 123.578125 1625036581.9438
MEM 123.578125 1625036582.0441
MEM 123.828125 1625036582.1444
MEM 123.824219 1625036582.2447
MEM 123.824219 1625036582.3450
MEM 123.824219 1625036582.4453
MEM 124.074219 1625036582.5456
MEM 124.074219 1625036582.6458
MEM 124.074219 1625036582.7461
MEM 124.074219 1625036582.8464
MEM 124.074219 1625036582.9467
MEM 124.074219 1625036583.0470
MEM 124.324219 1625036583.1473
MEM 124.324219 1625036583.2476
MEM 124.324219 1625036583.3478
MEM 124.324219 1625036583.4481
MEM 124.324219 1625036583.5484
MEM 124.324219 1625036583.6487
MEM 124.574219 1625036583.7489
MEM 124.574219 1625036583.8492
MEM 124.574219 1625036583.9495
MEM 124.574219 1625036584.0497
MEM 124.574219 1625036584.1500
MEM 124.574219 1625036584.2503
MEM 124.824219 1625036584.3506
MEM 124.824219 1625036584.4509
MEM 124.824219 1625036584.5512
MEM 124.824219 1625036584.6515
MEM 124.824219 1625036584.7518
MEM 124.824219 1625036584.8521
MEM 125.074219 1625036584.9524
MEM 125.070312 1625036585.0530
MEM 125.070312 1625036585.1533
MEM 125.070312 1625036585.2535
MEM 125.070312 1625036585.3539
MEM 125.070312 1625036585.4541
MEM 125.070312 1625036585.5545
MEM 125.070312 1625036585.6548
MEM 125.320312 1625036585.7550
MEM 125.320312 1625036585.8553
MEM 125.320312 1625036585.9556
MEM 125.320312 1625036586.0559
MEM 124.804688 1625036586.1561
MEM 124.804688 1625036586.2565
MEM 124.804688 1625036586.3568
MEM 124.804688 1625036586.4571
