CMDLINE /usr/bin/python3 pipeline.py
MEM 124.804688 1625036586.5574
MEM 125.054688 1625036586.6577
MEM 125.054688 1625036586.7580
MEM 125.054688 1625036586.8582
MEM 125.054688 1625036586.9585
MEM 124.628906 1625036587.0588
MEM 124.628906 1625036587.1591
MEM 124.628906 1625036587.2594
MEM 124.628906 1625036587.3597
MEM 124.628906 1625036587.4600
MEM 124.878906 1625036587.5603
MEM 124.878906 1625036587.6606
MEM 124.878906 1625036587.7608
MEM 124.878906 1625036587.8611
MEM 124.878906 1625036587.9614
MEM 124.878906 1625036588.0617
MEM 124.878906 1625036588.1619
MEM 124.878906 1625036588.2622
MEM 124.097656 1625036588.3625
MEM 124.347656 1625036588.4627
MEM 124.347656 1625036588.5631
MEM 124.347656 1625036588.6634
MEM 124.347656 1625036588.7636
MEM 124.601562 1625036588.8639
MEM 124.601562 1625036588.9642
MEM 124.859375 1625036589.0645
MEM 124.859375 1625036589.1647
MEM 124.859375 1625036589.2651
MEM 123.226562 1625036589.3654
MEM 123.320312 1625036589.4657
MEM 123.320312 1625036589.5660
MEM 123.320312 1625036589.6662
MEM 123.574219 1625036589.7665
MEM 123.574219 1625036589.8669
MEM 123.828125 1625036589.9673
MEM 123.828125 1625036590.0676
MEM 124.085938 1625036590.1678
MEM 124.148438 1625036590.2681
MEM 124.062500 1625036590.3684
MEM 123.925781 1625036590.4687
MEM 124.179688 1625036590.5691
MEM 124.175781 1625036590.6693
MEM 124.539062 1625036590.7696
MEM 124.539062 1625036590.8699
MEM 124.796875 1625036590.9702
MEM 124.796875 1625036591.0705
MEM 125.054688 1625036591.1708
MEM 125.054688 1625036591.2710
MEM 125.054688 1625036591.3715
MEM 125.312500 1625036591.4718
MEM 125.312500 1625036591.5720
MEM 125.550781 1625036591.6723
MEM 125.550781 1625036591.7726
MEM 125.808594 1625036591.8729
MEM 125.753906 1625036591.9731
MEM 125.753906 1625036592.0734
MEM 126.011719 1625036592.1737
MEM 126.007812 1625036592.2740
MEM 126.265625 1625036592.3743
MEM 126.265625 1625036592.4746
MEM 126.265625 1625036592.5748
MEM 126.523438 1625036592.6751
MEM 126.523438 1625036592.7754
MEM 127.058594 1625036592.8758
MEM 127.058594 1625036592.9760
MEM 127.058594 1625036593.0762
MEM 127.312500 1625036593.1765
MEM 127.312500 1625036593.2768
MEM 127.625000 1625036593.3771
MEM 127.625000 1625036593.4774
MEM 127.625000 1625036593.5776
MEM 127.882812 1625036593.6780
MEM 128.023438 1625036593.7783
MEM 128.023438 1625036593.8785
MEM 128.023438 1625036593.9788
MEM 128.277344 1625036594.0791
MEM 128.277344 1625036594.1794
MEM 128.277344 1625036594.2797
MEM 128.535156 1625036594.3800
MEM 128.535156 1625036594.4803
MEM 128.792969 1625036594.5806
MEM 128.792969 1625036594.6808
MEM 128.984375 1625036594.7811
MEM 128.984375 1625036594.8814
MEM 129.238281 1625036594.9817
MEM 129.238281 1625036595.0819
MEM 129.238281 1625036595.1822
MEM 129.480469 1625036595.2826
MEM 129.480469 1625036595.3829
MEM 130.019531 1625036595.4832
MEM 131.742188 1625036595.5835
MEM 131.742188 1625036595.6837
MEM 132.593750 1625036595.7840
MEM 132.593750 1625036595.8843
MEM 132.851562 1625036595.9846
MEM 132.851562 1625036596.0849
MEM 132.851562 1625036596.1851
MEM 133.109375 1625036596.2854
MEM 133.105469 1625036596.3857
MEM 133.105469 1625036596.4861
MEM 133.105469 1625036596.5864
MEM 133.101562 1625036596.6866
MEM 133.101562 1625036596.7869
MEM 133.101562 1625036596.8872
MEM 133.101562 1625036596.9874
MEM 133.101562 1625036597.0878
MEM 133.101562 1625036597.1880
MEM 133.101562 1625036597.2884
MEM 133.101562 1625036597.3887
MEM 133.101562 1625036597.4890
MEM 133.101562 1625036597.5894
MEM 133.101562 1625036597.6900
MEM 133.101562 1625036597.7905
MEM 133.101562 1625036597.8911
MEM 133.101562 1625036597.9915
MEM 133.101562 1625036598.0920
MEM 133.101562 1625036598.1924
MEM 133.101562 1625036598.2926
MEM 133.101562 1625036598.3930
MEM 133.101562 1625036598.4933
MEM 133.101562 1625036598.5935
MEM 133.101562 1625036598.6938
MEM 133.101562 1625036598.7944
MEM 133.101562 1625036598.8947
MEM 133.101562 1625036598.9950
MEM 133.101562 1625036599.0956
MEM 133.101562 1625036599.1959
MEM 133.101562 1625036599.2962
MEM 133.101562 1625036599.3965
MEM 133.101562 1625036599.4968
MEM 133.101562 1625036599.5971
MEM 133.101562 1625036599.6973
MEM 133.101562 1625036599.7976
MEM 133.101562 1625036599.8979
MEM 133.101562 1625036599.9982
MEM 133.101562 1625036600.0985
MEM 133.101562 1625036600.1988
MEM 133.101562 1625036600.2991
MEM 133.101562 1625036600.3993
MEM 133.101562 1625036600.4996
MEM 133.101562 1625036600.5999
MEM 133.101562 1625036600.7001
MEM 133.101562 1625036600.8004
MEM 133.101562 1625036600.9007
MEM 133.101562 1625036601.0009
MEM 133.101562 1625036601.1012
MEM 133.101562 1625036601.2015
MEM 133.101562 1625036601.3017
MEM 133.101562 1625036601.4020
MEM 133.101562 1625036601.5023
MEM 133.101562 1625036601.6026
MEM 133.101562 1625036601.7029
MEM 133.101562 1625036601.8032
MEM 133.101562 1625036601.9035
MEM 133.101562 1625036602.0038
MEM 133.101562 1625036602.1040
MEM 133.101562 1625036602.2043
MEM 133.101562 1625036602.3046
MEM 133.101562 1625036602.4049
MEM 133.101562 1625036602.5051
MEM 133.101562 1625036602.6054
MEM 133.101562 1625036602.7057
MEM 133.101562 1625036602.8060
MEM 133.554688 1625036602.9063
MEM 133.554688 1625036603.0066
MEM 133.554688 1625036603.1068
MEM 133.554688 1625036603.2071
MEM 133.554688 1625036603.3074
MEM 133.554688 1625036603.4076
MEM 133.554688 1625036603.5079
MEM 133.554688 1625036603.6083
MEM 133.554688 1625036603.7089
MEM 133.554688 1625036603.8092
MEM 133.554688 1625036603.9095
MEM 133.554688 1625036604.0098
MEM 133.554688 1625036604.1100
MEM 133.554688 1625036604.2103
MEM 133.554688 1625036604.3108
MEM 133.554688 1625036604.4112
MEM 133.554688 1625036604.5115
MEM 133.554688 1625036604.6118
MEM 133.554688 1625036604.7122
MEM 133.554688 1625036604.8125
MEM 133.554688 1625036604.9127
MEM 133.554688 1625036605.0131
MEM 133.554688 1625036605.1135
MEM 133.554688 1625036605.2141
MEM 133.554688 1625036605.3146
MEM 133.554688 1625036605.4153
MEM 133.554688 1625036605.5161
MEM 133.554688 1625036605.6164
MEM 133.554688 1625036605.7167
MEM 133.554688 1625036605.8171
MEM 133.554688 1625036605.9174
MEM 133.554688 1625036606.0177
MEM 133.554688 1625036606.1180
MEM 133.554688 1625036606.2183
MEM 133.554688 1625036606.3186
MEM 133.554688 1625036606.4188
MEM 133.554688 1625036606.5191
MEM 133.554688 1625036606.6193
MEM 133.554688 1625036606.7196
MEM 133.554688 1625036606.8199
MEM 133.554688 1625036606.9202
MEM 133.554688 1625036607.0205
MEM 133.554688 1625036607.1208
MEM 133.554688 1625036607.2211
MEM 133.554688 1625036607.3213
MEM 133.554688 1625036607.4216
MEM 133.554688 1625036607.5219
MEM 133.554688 1625036607.6222
MEM 133.554688 1625036607.7224
MEM 133.554688 1625036607.8227
MEM 133.554688 1625036607.9230
MEM 133.554688 1625036608.0233
MEM 133.554688 1625036608.1236
MEM 133.554688 1625036608.2242
MEM 133.554688 1625036608.3245
MEM 133.554688 1625036608.4248
MEM 133.554688 1625036608.5253
MEM 133.554688 1625036608.6262
MEM 133.554688 1625036608.7269
MEM 133.554688 1625036608.8280
MEM 133.554688 1625036608.9287
MEM 133.554688 1625036609.0291
MEM 133.554688 1625036609.1294
MEM 133.554688 1625036609.2296
MEM 133.554688 1625036609.3300
MEM 133.554688 1625036609.4304
MEM 133.554688 1625036609.5316
MEM 133.554688 1625036609.6320
MEM 133.554688 1625036609.7325
MEM 133.554688 1625036609.8332
MEM 133.554688 1625036609.9335
MEM 133.554688 1625036610.0338
MEM 133.554688 1625036610.1341
MEM 133.554688 1625036610.2344
MEM 133.554688 1625036610.3349
MEM 133.554688 1625036610.4354
MEM 133.554688 1625036610.5357
MEM 133.554688 1625036610.6361
MEM 133.554688 1625036610.7364
MEM 133.554688 1625036610.8367
MEM 133.554688 1625036610.9371
MEM 133.554688 1625036611.0373
MEM 133.554688 1625036611.1376
MEM 133.554688 1625036611.2379
MEM 133.554688 1625036611.3382
MEM 133.554688 1625036611.4384
MEM 133.554688 1625036611.5387
MEM 133.554688 1625036611.6390
MEM 133.554688 1625036611.7393
MEM 133.554688 1625036611.8396
MEM 133.554688 1625036611.9399
MEM 133.554688 1625036612.0402
MEM 133.554688 1625036612.1405
MEM 133.554688 1625036612.2408
MEM 133.554688 1625036612.3411
MEM 133.554688 1625036612.4413
MEM 133.554688 1625036612.5417
MEM 133.554688 1625036612.6420
MEM 133.554688 1625036612.7423
MEM 133.554688 1625036612.8426
MEM 133.554688 1625036612.9429
MEM 133.554688 1625036613.0432
MEM 133.554688 1625036613.1434
MEM 133.554688 1625036613.2437
MEM 133.554688 1625036613.3439
MEM 133.554688 1625036613.4442
MEM 133.554688 1625036613.5445
MEM 133.554688 1625036613.6449
MEM 133.554688 1625036613.7451
MEM 133.554688 1625036613.8454
MEM 133.554688 1625036613.9458
MEM 133.554688 1625036614.0464
MEM 133.554688 1625036614.1470
MEM 133.554688 1625036614.2475
MEM 133.554688 1625036614.3478
MEM 133.554688 1625036614.4483
MEM 133.554688 1625036614.5487
MEM 133.554688 1625036614.6491
MEM 133.554688 1625036614.7494
MEM 133.554688 1625036614.8498
MEM 133.554688 1625036614.9501
MEM 133.554688 1625036615.0508
MEM 133.554688 1625036615.1511
MEM 133.554688 1625036615.2518
MEM 133.554688 1625036615.3522
MEM 133.554688 1625036615.4525
MEM 133.554688 1625036615.5528
MEM 133.554688 1625036615.6531
MEM 133.554688 1625036615.7540
MEM 133.554688 1625036615.8543
MEM 133.554688 1625036615.9546
MEM 133.554688 1625036616.0549
MEM 133.554688 1625036616.1553
MEM 133.554688 1625036616.2555
MEM 133.554688 1625036616.3559
MEM 133.554688 1625036616.4562
MEM 133.554688 1625036616.5565
MEM 133.554688 1625036616.6568
MEM 133.554688 1625036616.7571
MEM 133.554688 1625036616.8574
MEM 133.554688 1625036616.9578
MEM 133.554688 1625036617.0581
MEM 133.554688 1625036617.1584
MEM 133.554688 1625036617.2588
MEM 133.554688 1625036617.3590
MEM 133.554688 1625036617.4593
MEM 133.554688 1625036617.5596
MEM 133.554688 1625036617.6599
MEM 133.554688 1625036617.7602
MEM 133.554688 1625036617.8605
MEM 133.554688 1625036617.9608
MEM 133.554688 1625036618.0610
MEM 133.554688 1625036618.1614
MEM 133.554688 1625036618.2616
MEM 133.554688 1625036618.3619
MEM 133.554688 1625036618.4622
MEM 133.554688 1625036618.5625
MEM 133.554688 1625036618.6627
MEM 133.554688 1625036618.7630
MEM 133.554688 1625036618.8633
MEM 133.554688 1625036618.9636
MEM 133.554688 1625036619.0639
MEM 133.554688 1625036619.1642
MEM 133.554688 1625036619.2650
MEM 133.554688 1625036619.3658
MEM 133.554688 1625036619.4664
MEM 133.554688 1625036619.5668
MEM 133.554688 1625036619.6672
MEM 133.554688 1625036619.7675
MEM 133.554688 1625036619.8679
MEM 133.554688 1625036619.9681
MEM 133.554688 1625036620.0685
MEM 133.554688 1625036620.1689
MEM 133.554688 1625036620.2691
MEM 133.554688 1625036620.3697
MEM 133.554688 1625036620.4701
MEM 133.554688 1625036620.5708
MEM 133.554688 1625036620.6711
MEM 133.554688 1625036620.7714
MEM 133.554688 1625036620.8717
MEM 133.554688 1625036620.9720
MEM 133.554688 1625036621.0728
MEM 133.554688 1625036621.1731
MEM 133.554688 1625036621.2734
MEM 133.554688 1625036621.3736
MEM 133.554688 1625036621.4741
MEM 133.554688 1625036621.5743
MEM 133.554688 1625036621.6746
MEM 133.554688 1625036621.7749
MEM 133.554688 1625036621.8752
MEM 133.554688 1625036621.9754
MEM 133.554688 1625036622.0757
MEM 133.554688 1625036622.1760
MEM 133.554688 1625036622.2763
MEM 133.554688 1625036622.3766
MEM 133.554688 1625036622.4771
MEM 133.554688 1625036622.5773
MEM 133.554688 1625036622.6776
MEM 133.554688 1625036622.7780
MEM 133.554688 1625036622.8783
MEM 133.554688 1625036622.9786
MEM 133.554688 1625036623.0789
MEM 133.554688 1625036623.1793
MEM 133.554688 1625036623.2796
MEM 133.554688 1625036623.3799
MEM 133.554688 1625036623.4801
MEM 133.554688 1625036623.5804
MEM 133.554688 1625036623.6807
MEM 133.554688 1625036623.7810
MEM 133.554688 1625036623.8813
MEM 133.554688 1625036623.9816
MEM 133.554688 1625036624.0819
MEM 133.613281 1625036624.1822
MEM 133.613281 1625036624.2827
MEM 133.613281 1625036624.3830
MEM 133.613281 1625036624.4842
MEM 133.613281 1625036624.5846
MEM 133.613281 1625036624.6849
MEM 133.613281 1625036624.7852
MEM 133.613281 1625036624.8859
MEM 133.613281 1625036624.9863
MEM 133.613281 1625036625.0867
MEM 133.613281 1625036625.1870
MEM 133.613281 1625036625.2873
MEM 133.613281 1625036625.3876
MEM 133.863281 1625036625.4879
MEM 133.863281 1625036625.5888
MEM 133.863281 1625036625.6891
MEM 133.863281 1625036625.7894
MEM 133.863281 1625036625.8899
MEM 133.863281 1625036625.9901
MEM 133.863281 1625036626.0905
MEM 133.863281 1625036626.1908
MEM 133.863281 1625036626.2911
MEM 133.863281 1625036626.3918
MEM 133.863281 1625036626.4922
MEM 133.863281 1625036626.5925
MEM 134.113281 1625036626.6928
MEM 134.113281 1625036626.7931
MEM 134.113281 1625036626.8933
MEM 134.113281 1625036626.9936
MEM 134.113281 1625036627.0939
MEM 134.113281 1625036627.1942
MEM 134.113281 1625036627.2945
MEM 134.113281 1625036627.3948
MEM 134.113281 1625036627.4951
MEM 134.113281 1625036627.5954
MEM 134.113281 1625036627.6956
MEM 134.113281 1625036627.7959
MEM 134.363281 1625036627.8962
MEM 134.363281 1625036627.9965
MEM 134.363281 1625036628.0968
MEM 134.363281 1625036628.1971
MEM 134.363281 1625036628.2973
MEM 134.363281 1625036628.3976
MEM 134.363281 1625036628.4979
MEM 134.363281 1625036628.5982
MEM 134.363281 1625036628.6985
MEM 134.363281 1625036628.7989
MEM 134.363281 1625036628.8991
MEM 134.363281 1625036628.9994
MEM 134.363281 1625036629.0996
MEM 134.363281 1625036629.1999
MEM 134.363281 1625036629.3002
MEM 134.363281 1625036629.4004
MEM 134.363281 1625036629.5007
MEM 134.363281 1625036629.6010
MEM 134.363281 1625036629.7013
MEM 134.363281 1625036629.8020
MEM 134.363281 1625036629.9031
MEM 134.363281 1625036630.0037
MEM 134.363281 1625036630.1040
MEM 134.363281 1625036630.2045
MEM 134.363281 1625036630.3050
MEM 134.363281 1625036630.4055
MEM 134.363281 1625036630.5059
MEM 134.363281 1625036630.6062
MEM 134.363281 1625036630.7065
MEM 134.363281 1625036630.8069
MEM 134.363281 1625036630.9072
MEM 134.363281 1625036631.0075
MEM 134.363281 1625036631.1078
MEM 134.363281 1625036631.2085
MEM 134.363281 1625036631.3092
MEM 134.363281 1625036631.4095
MEM 134.363281 1625036631.5098
MEM 134.363281 1625036631.6100
MEM 134.363281 1625036631.7108
MEM 134.363281 1625036631.8112
MEM 134.363281 1625036631.9115
MEM 134.363281 1625036632.0117
MEM 134.363281 1625036632.1120
MEM 134.363281 1625036632.2123
MEM 134.363281 1625036632.3126
MEM 134.363281 1625036632.4129
MEM 134.363281 1625036632.5131
MEM 134.363281 1625036632.6134
MEM 134.363281 1625036632.7137
MEM 134.363281 1625036632.8139
MEM 134.363281 1625036632.9143
MEM 134.363281 1625036633.0146
MEM 134.363281 1625036633.1149
MEM 134.363281 1625036633.2153
MEM 134.363281 1625036633.3156
MEM 134.363281 1625036633.4158
MEM 134.363281 1625036633.5161
MEM 134.363281 1625036633.6164
MEM 134.363281 1625036633.7166
MEM 134.363281 1625036633.8170
MEM 134.363281 1625036633.9173
MEM 134.363281 1625036634.0175
MEM 134.363281 1625036634.1178
MEM 134.363281 1625036634.2181
MEM 134.363281 1625036634.3184
MEM 134.363281 1625036634.4187
MEM 134.363281 1625036634.5190
MEM 134.363281 1625036634.6193
MEM 134.363281 1625036634.7196
MEM 134.363281 1625036634.8200
MEM 134.363281 1625036634.9204
MEM 134.363281 1625036635.0211
MEM 134.363281 1625036635.1215
MEM 134.363281 1625036635.2220
MEM 134.363281 1625036635.3224
MEM 134.363281 1625036635.4228
MEM 134.363281 1625036635.5232
MEM 134.363281 1625036635.6235
MEM 134.363281 1625036635.7238
MEM 134.363281 1625036635.8241
MEM 134.363281 1625036635.9245
MEM 134.363281 1625036636.0248
MEM 134.363281 1625036636.1253
MEM 134.363281 1625036636.2259
MEM 134.363281 1625036636.3262
MEM 134.363281 1625036636.4267
MEM 134.363281 1625036636.5272
MEM 134.363281 1625036636.6276
MEM 134.363281 1625036636.7279
MEM 134.363281 1625036636.8282
MEM 134.363281 1625036636.9285
MEM 134.363281 1625036637.0288
MEM 134.363281 1625036637.1291
MEM 134.363281 1625036637.2294
MEM 134.363281 1625036637.3297
MEM 134.363281 1625036637.4300
MEM 134.363281 1625036637.5304
MEM 134.363281 1625036637.6306
MEM 134.363281 1625036637.7311
MEM 134.363281 1625036637.8313
MEM 134.363281 1625036637.9317
MEM 134.363281 1625036638.0320
MEM 134.363281 1625036638.1323
MEM 134.363281 1625036638.2325
MEM 134.363281 1625036638.3328
MEM 134.363281 1625036638.4331
MEM 134.363281 1625036638.5334
MEM 134.363281 1625036638.6337
MEM 134.363281 1625036638.7339
MEM 134.363281 1625036638.8342
MEM 134.363281 1625036638.9345
MEM 134.363281 1625036639.0348
MEM 134.363281 1625036639.1351
MEM 134.363281 1625036639.2356
MEM 134.363281 1625036639.3359
MEM 134.363281 1625036639.4362
MEM 134.363281 1625036639.5364
MEM 134.363281 1625036639.6367
MEM 134.363281 1625036639.7370
MEM 134.363281 1625036639.8373
MEM 134.363281 1625036639.9375
MEM 134.363281 1625036640.0378
MEM 134.363281 1625036640.1381
MEM 134.363281 1625036640.2385
MEM 134.363281 1625036640.3389
MEM 134.363281 1625036640.4399
MEM 134.363281 1625036640.5406
MEM 134.363281 1625036640.6411
MEM 134.363281 1625036640.7414
MEM 134.363281 1625036640.8427
MEM 134.363281 1625036640.9437
MEM 134.363281 1625036641.0441
MEM 134.363281 1625036641.1445
MEM 134.363281 1625036641.2453
MEM 134.363281 1625036641.3463
MEM 134.363281 1625036641.4471
MEM 134.363281 1625036641.5475
MEM 134.363281 1625036641.6478
MEM 134.363281 1625036641.7481
MEM 134.363281 1625036641.8484
MEM 134.363281 1625036641.9486
MEM 134.363281 1625036642.0489
MEM 134.363281 1625036642.1491
MEM 134.363281 1625036642.2494
MEM 134.363281 1625036642.3497
MEM 134.363281 1625036642.4500
MEM 134.363281 1625036642.5503
MEM 134.363281 1625036642.6506
MEM 134.363281 1625036642.7509
MEM 134.363281 1625036642.8512
MEM 134.363281 1625036642.9515
MEM 134.363281 1625036643.0518
MEM 134.363281 1625036643.1521
MEM 134.363281 1625036643.2524
MEM 134.363281 1625036643.3526
MEM 134.363281 1625036643.4529
MEM 134.363281 1625036643.5531
MEM 134.363281 1625036643.6534
MEM 134.511719 1625036643.7537
MEM 134.511719 1625036643.8539
MEM 134.511719 1625036643.9542
MEM 134.511719 1625036644.0545
MEM 134.511719 1625036644.1548
MEM 134.511719 1625036644.2551
MEM 134.511719 1625036644.3554
MEM 134.511719 1625036644.4556
MEM 134.511719 1625036644.5560
MEM 134.511719 1625036644.6563
MEM 134.511719 1625036644.7566
MEM 134.761719 1625036644.8569
MEM 134.761719 1625036644.9571
MEM 134.761719 1625036645.0577
MEM 134.761719 1625036645.1583
MEM 134.761719 1625036645.2591
MEM 134.761719 1625036645.3595
MEM 134.761719 1625036645.4599
MEM 134.761719 1625036645.5603
MEM 134.761719 1625036645.6608
MEM 134.761719 1625036645.7611
MEM 134.761719 1625036645.8614
MEM 135.011719 1625036645.9617
MEM 135.011719 1625036646.0620
MEM 135.011719 1625036646.1623
MEM 135.011719 1625036646.2626
MEM 135.011719 1625036646.3629
MEM 135.011719 1625036646.4632
MEM 135.011719 1625036646.5635
MEM 135.011719 1625036646.6638
MEM 135.011719 1625036646.7642
MEM 135.011719 1625036646.8645
MEM 135.011719 1625036646.9647
MEM 135.011719 1625036647.0651
MEM 135.011719 1625036647.1653
MEM 135.265625 1625036647.2656
MEM 135.265625 1625036647.3659
MEM 135.265625 1625036647.4662
MEM 135.265625 1625036647.5665
MEM 135.265625 1625036647.6668
MEM 135.265625 1625036647.7671
MEM 135.265625 1625036647.8674
MEM 135.265625 1625036647.9677
MEM 135.265625 1625036648.0680
MEM 135.265625 1625036648.1683
MEM 135.265625 1625036648.2686
MEM 135.265625 1625036648.3688
MEM 135.265625 1625036648.4691
MEM 135.265625 1625036648.5695
MEM 135.265625 1625036648.6699
MEM 135.265625 1625036648.7703
MEM 135.265625 1625036648.8706
MEM 135.265625 1625036648.9708
MEM 135.265625 1625036649.0711
MEM 135.265625 1625036649.1714
MEM 135.265625 1625036649.2717
MEM 135.265625 1625036649.3719
MEM 135.265625 1625036649.4722
MEM 135.265625 1625036649.5725
MEM 135.265625 1625036649.6728
MEM 135.265625 1625036649.7733
MEM 135.265625 1625036649.8736
MEM 135.265625 1625036649.9739
MEM 135.265625 1625036650.0742
MEM 135.265625 1625036650.1745
MEM 135.265625 1625036650.2747
MEM 135.265625 1625036650.3751
MEM 135.265625 1625036650.4754
MEM 135.265625 1625036650.5758
MEM 135.265625 1625036650.6762
MEM 135.265625 1625036650.7766
MEM 135.265625 1625036650.8774
MEM 135.265625 1625036650.9780
MEM 135.265625 1625036651.0784
MEM 135.265625 1625036651.1788
MEM 135.265625 1625036651.2792
MEM 135.265625 1625036651.3795
MEM 135.265625 1625036651.4797
MEM 135.265625 1625036651.5801
MEM 135.265625 1625036651.6804
MEM 135.265625 1625036651.7807
MEM 135.265625 1625036651.8811
MEM 135.265625 1625036651.9814
MEM 135.265625 1625036652.0816
MEM 135.265625 1625036652.1821
MEM 135.265625 1625036652.2824
MEM 135.265625 1625036652.3827
MEM 135.265625 1625036652.4830
MEM 135.265625 1625036652.5833
MEM 135.265625 1625036652.6836
MEM 135.265625 1625036652.7840
MEM 135.265625 1625036652.8843
MEM 135.265625 1625036652.9847
MEM 135.265625 1625036653.0850
MEM 135.265625 1625036653.1860
MEM 135.265625 1625036653.2865
MEM 135.265625 1625036653.3872
MEM 135.265625 1625036653.4874
MEM 135.265625 1625036653.5877
MEM 135.265625 1625036653.6880
MEM 135.265625 1625036653.7882
MEM 135.265625 1625036653.8885
MEM 135.265625 1625036653.9888
MEM 135.265625 1625036654.0891
MEM 135.265625 1625036654.1894
MEM 135.265625 1625036654.2896
MEM 135.265625 1625036654.3899
MEM 135.265625 1625036654.4902
MEM 135.265625 1625036654.5905
MEM 135.265625 1625036654.6908
MEM 135.265625 1625036654.7911
MEM 135.265625 1625036654.8914
MEM 135.265625 1625036654.9916
MEM 135.265625 1625036655.0919
MEM 135.265625 1625036655.1922
MEM 135.265625 1625036655.2924
MEM 135.265625 1625036655.3927
MEM 135.265625 1625036655.4931
MEM 135.265625 1625036655.5934
MEM 135.265625 1625036655.6936
MEM 135.265625 1625036655.7939
MEM 135.265625 1625036655.8942
MEM 135.265625 1625036655.9945
MEM 135.265625 1625036656.0954
MEM 135.265625 1625036656.1967
MEM 135.265625 1625036656.2980
MEM 135.265625 1625036656.3986
MEM 135.265625 1625036656.4989
MEM 135.265625 1625036656.5992
MEM 135.265625 1625036656.6995
MEM 135.265625 1625036656.7997
MEM 135.265625 1625036656.9000
MEM 135.265625 1625036657.0004
MEM 135.265625 1625036657.1007
MEM 135.265625 1625036657.2011
MEM 135.265625 1625036657.3014
MEM 135.265625 1625036657.4018
MEM 135.265625 1625036657.5021
MEM 135.265625 1625036657.6025
MEM 135.265625 1625036657.7028
MEM 135.265625 1625036657.8031
MEM 135.265625 1625036657.9044
MEM 135.265625 1625036658.0047
MEM 135.265625 1625036658.1050
MEM 135.265625 1625036658.2055
MEM 135.265625 1625036658.3058
MEM 135.265625 1625036658.4061
MEM 135.265625 1625036658.5063
MEM 135.265625 1625036658.6066
MEM 135.265625 1625036658.7069
MEM 135.265625 1625036658.8074
MEM 135.265625 1625036658.9077
MEM 135.265625 1625036659.0080
MEM 135.265625 1625036659.1083
MEM 135.265625 1625036659.2086
MEM 135.265625 1625036659.3088
MEM 135.265625 1625036659.4091
MEM 135.265625 1625036659.5094
MEM 135.265625 1625036659.6096
MEM 135.265625 1625036659.7099
MEM 135.265625 1625036659.8102
MEM 135.265625 1625036659.9104
MEM 135.265625 1625036660.0107
MEM 135.265625 1625036660.1110
MEM 135.265625 1625036660.2112
MEM 135.265625 1625036660.3116
MEM 135.265625 1625036660.4119
MEM 135.265625 1625036660.5122
MEM 135.265625 1625036660.6124
MEM 135.265625 1625036660.7128
MEM 135.265625 1625036660.8131
MEM 135.265625 1625036660.9136
MEM 135.265625 1625036661.0142
MEM 135.265625 1625036661.1148
MEM 135.265625 1625036661.2162
MEM 135.265625 1625036661.3170
MEM 135.265625 1625036661.4182
MEM 135.265625 1625036661.5186
MEM 135.265625 1625036661.6191
MEM 135.265625 1625036661.7194
MEM 135.265625 1625036661.8198
MEM 135.265625 1625036661.9201
MEM 135.265625 1625036662.0204
MEM 135.265625 1625036662.1209
MEM 135.265625 1625036662.2212
MEM 135.265625 1625036662.3216
MEM 135.265625 1625036662.4219
MEM 135.265625 1625036662.5223
MEM 135.265625 1625036662.6225
MEM 135.265625 1625036662.7229
MEM 135.265625 1625036662.8232
MEM 135.265625 1625036662.9235
MEM 135.265625 1625036663.0239
MEM 135.265625 1625036663.1241
MEM 135.265625 1625036663.2244
MEM 135.265625 1625036663.3247
MEM 135.265625 1625036663.4250
MEM 135.265625 1625036663.5253
MEM 135.265625 1625036663.6257
MEM 135.265625 1625036663.7260
MEM 135.265625 1625036663.8263
MEM 135.265625 1625036663.9266
MEM 135.265625 1625036664.0269
MEM 135.265625 1625036664.1271
MEM 135.265625 1625036664.2275
MEM 135.265625 1625036664.3278
MEM 135.265625 1625036664.4281
MEM 135.265625 1625036664.5283
MEM 135.265625 1625036664.6286
MEM 135.265625 1625036664.7289
MEM 135.265625 1625036664.8291
MEM 135.265625 1625036664.9294
MEM 135.265625 1625036665.0297
MEM 135.265625 1625036665.1300
MEM 135.265625 1625036665.2303
MEM 135.265625 1625036665.3305
MEM 135.265625 1625036665.4308
MEM 135.265625 1625036665.5311
MEM 135.265625 1625036665.6314
MEM 135.265625 1625036665.7320
MEM 135.265625 1625036665.8325
MEM 135.265625 1625036665.9337
MEM 135.265625 1625036666.0346
MEM 135.265625 1625036666.1349
MEM 135.265625 1625036666.2352
MEM 135.265625 1625036666.3355
MEM 135.265625 1625036666.4358
MEM 135.265625 1625036666.5361
MEM 135.265625 1625036666.6364
MEM 135.265625 1625036666.7369
MEM 135.265625 1625036666.8371
MEM 135.265625 1625036666.9374
MEM 135.265625 1625036667.0377
MEM 135.265625 1625036667.1383
MEM 135.265625 1625036667.2391
MEM 135.265625 1625036667.3395
MEM 135.265625 1625036667.4399
MEM 135.265625 1625036667.5402
MEM 135.265625 1625036667.6405
MEM 135.265625 1625036667.7408
MEM 135.265625 1625036667.8411
MEM 135.265625 1625036667.9415
MEM 135.265625 1625036668.0418
MEM 135.265625 1625036668.1422
MEM 135.265625 1625036668.2425
MEM 135.265625 1625036668.3428
MEM 135.265625 1625036668.4431
MEM 135.265625 1625036668.5435
MEM 135.265625 1625036668.6438
MEM 135.265625 1625036668.7441
MEM 135.265625 1625036668.8445
MEM 135.265625 1625036668.9447
