CMDLINE /usr/bin/python3 pipeline.py
MEM 116.007812 1625036465.9105
MEM 116.218750 1625036466.0108
MEM 116.218750 1625036466.1111
MEM 116.218750 1625036466.2113
MEM 116.218750 1625036466.3116
MEM 116.468750 1625036466.4119
MEM 116.468750 1625036466.5121
MEM 116.468750 1625036466.6124
MEM 116.468750 1625036466.7127
MEM 116.718750 1625036466.8129
MEM 116.718750 1625036466.9132
MEM 116.718750 1625036467.0135
MEM 116.699219 1625036467.1138
MEM 116.953125 1625036467.2140
MEM 116.953125 1625036467.3143
MEM 116.953125 1625036467.4146
MEM 116.953125 1625036467.5148
MEM 116.953125 1625036467.6151
MEM 117.199219 1625036467.7154
MEM 117.199219 1625036467.8156
MEM 117.199219 1625036467.9159
MEM 117.199219 1625036468.0162
MEM 117.453125 1625036468.1165
MEM 117.453125 1625036468.2168
MEM 117.710938 1625036468.3171
MEM 117.710938 1625036468.4174
MEM 117.968750 1625036468.5176
MEM 117.968750 1625036468.6179
MEM 118.226562 1625036468.7182
MEM 118.226562 1625036468.8185
MEM 118.484375 1625036468.9187
MEM 118.683594 1625036469.0190
MEM 118.687500 1625036469.1193
MEM 118.941406 1625036469.2196
MEM 118.941406 1625036469.3198
MEM 119.199219 1625036469.4201
MEM 119.199219 1625036469.5204
MEM 119.457031 1625036469.6207
MEM 119.457031 1625036469.7210
MEM 119.714844 1625036469.8211
MEM 119.972656 1625036469.9214
MEM 119.972656 1625036470.0217
MEM 120.226562 1625036470.1219
MEM 120.484375 1625036470.2222
MEM 120.625000 1625036470.3225
MEM 120.625000 1625036470.4227
MEM 120.878906 1625036470.5230
MEM 120.878906 1625036470.6233
MEM 121.136719 1625036470.7235
MEM 121.136719 1625036470.8238
MEM 121.394531 1625036470.9241
MEM 121.652344 1625036471.0244
MEM 121.652344 1625036471.1246
MEM 121.910156 1625036471.2249
MEM 122.070312 1625036471.3252
MEM 122.070312 1625036471.4255
MEM 122.324219 1625036471.5259
MEM 122.324219 1625036471.6262
MEM 122.582031 1625036471.7266
MEM 122.582031 1625036471.8268
MEM 122.839844 1625036471.9271
MEM 122.839844 1625036472.0274
MEM 123.093750 1625036472.1277
MEM 123.093750 1625036472.2279
MEM 123.351562 1625036472.3282
MEM 123.566406 1625036472.4285
MEM 123.566406 1625036472.5287
MEM 123.820312 1625036472.6290
MEM 124.078125 1625036472.7293
MEM 124.078125 1625036472.8296
MEM 124.351562 1625036472.9300
MEM 124.351562 1625036473.0303
MEM 124.605469 1625036473.1306
MEM 124.863281 1625036473.2308
MEM 124.863281 1625036473.3311
MEM 125.121094 1625036473.4314
MEM 125.121094 1625036473.5316
MEM 125.378906 1625036473.6323
MEM 125.378906 1625036473.7327
MEM 125.378906 1625036473.8330
MEM 125.636719 1625036473.9335
MEM 125.636719 1625036474.0338
MEM 125.636719 1625036474.1340
MEM 125.894531 1625036474.2343
MEM 125.894531 1625036474.3346
MEM 126.125000 1625036474.4349
MEM 126.125000 1625036474.5351
MEM 126.378906 1625036474.6355
MEM 126.378906 1625036474.7358
MEM 126.636719 1625036474.8360
MEM 126.636719 1625036474.9363
MEM 126.636719 1625036475.0366
MEM 126.636719 1625036475.1369
MEM 126.636719 1625036475.2372
MEM 126.636719 1625036475.3375
MEM 126.636719 1625036475.4378
MEM 126.636719 1625036475.5381
MEM 126.636719 1625036475.6383
MEM 126.496094 1625036475.7386
MEM 126.496094 1625036475.8389
MEM 126.496094 1625036475.9392
MEM 126.496094 1625036476.0395
MEM 126.496094 1625036476.1398
MEM 126.496094 1625036476.2400
MEM 126.496094 1625036476.3402
MEM 126.496094 1625036476.4405
MEM 126.496094 1625036476.5408
MEM 126.496094 1625036476.6411
MEM 126.496094 1625036476.7413
MEM 126.496094 1625036476.8416
MEM 126.496094 1625036476.9419
MEM 126.496094 1625036477.0421
MEM 126.496094 1625036477.1424
MEM 126.496094 1625036477.2427
MEM 126.496094 1625036477.3429
MEM 126.496094 1625036477.4432
MEM 126.496094 1625036477.5435
MEM 126.496094 1625036477.6437
MEM 126.496094 1625036477.7440
MEM 126.496094 1625036477.8444
MEM 126.496094 1625036477.9446
MEM 126.496094 1625036478.0450
MEM 126.496094 1625036478.1453
MEM 126.496094 1625036478.2456
MEM 126.496094 1625036478.3459
MEM 126.496094 1625036478.4463
MEM 126.496094 1625036478.5466
MEM 126.496094 1625036478.6468
MEM 126.496094 1625036478.7471
MEM 126.496094 1625036478.8473
MEM 126.496094 1625036478.9476
MEM 126.496094 1625036479.0478
MEM 126.496094 1625036479.1481
MEM 126.496094 1625036479.2483
MEM 126.496094 1625036479.3486
MEM 126.496094 1625036479.4489
MEM 126.496094 1625036479.5491
MEM 126.496094 1625036479.6494
MEM 126.496094 1625036479.7496
MEM 126.496094 1625036479.8499
MEM 126.496094 1625036479.9502
MEM 126.496094 1625036480.0505
MEM 126.496094 1625036480.1507
MEM 126.496094 1625036480.2510
MEM 126.496094 1625036480.3513
MEM 126.496094 1625036480.4515
MEM 126.496094 1625036480.5521
MEM 126.460938 1625036480.6524
MEM 126.460938 1625036480.7527
MEM 126.460938 1625036480.8530
MEM 126.460938 1625036480.9533
MEM 126.460938 1625036481.0535
MEM 126.460938 1625036481.1538
MEM 126.460938 1625036481.2540
MEM 126.460938 1625036481.3543
MEM 126.460938 1625036481.4546
MEM 126.460938 1625036481.5549
MEM 126.460938 1625036481.6552
MEM 126.429688 1625036481.7556
MEM 126.429688 1625036481.8558
MEM 126.429688 1625036481.9561
MEM 126.429688 1625036482.0564
MEM 126.429688 1625036482.1566
MEM 126.429688 1625036482.2569
MEM 126.429688 1625036482.3571
MEM 126.429688 1625036482.4574
MEM 126.429688 1625036482.5577
MEM 126.429688 1625036482.6579
MEM 126.429688 1625036482.7582
MEM 126.429688 1625036482.8585
MEM 126.429688 1625036482.9587
MEM 126.429688 1625036483.0589
MEM 126.429688 1625036483.1592
MEM 126.429688 1625036483.2595
MEM 126.429688 1625036483.3597
MEM 126.429688 1625036483.4600
MEM 126.429688 1625036483.5603
MEM 126.429688 1625036483.6606
MEM 126.429688 1625036483.7609
MEM 126.429688 1625036483.8611
MEM 126.429688 1625036483.9614
MEM 126.429688 1625036484.0616
MEM 126.429688 1625036484.1619
MEM 126.429688 1625036484.2622
MEM 126.429688 1625036484.3624
MEM 126.429688 1625036484.4627
MEM 126.429688 1625036484.5630
MEM 126.429688 1625036484.6632
MEM 126.429688 1625036484.7635
MEM 126.429688 1625036484.8638
MEM 126.429688 1625036484.9641
MEM 126.429688 1625036485.0643
MEM 126.429688 1625036485.1646
MEM 126.429688 1625036485.2649
MEM 126.429688 1625036485.3652
MEM 126.429688 1625036485.4654
MEM 126.429688 1625036485.5657
MEM 126.429688 1625036485.6660
MEM 126.429688 1625036485.7662
MEM 126.429688 1625036485.8665
MEM 126.429688 1625036485.9668
MEM 126.429688 1625036486.0670
MEM 126.429688 1625036486.1673
MEM 126.429688 1625036486.2676
MEM 126.429688 1625036486.3678
MEM 108.742188 1625036486.4681
